"Grupo de Idade",Periodo,Sexo,Mortes,"População Total","% Mortes","5 ou mais bebidas em uma ocasião, pelo menos uma vez por mês no ano passado","% 5 ou mais bebidas em uma ocasião, pelo menos uma vez por mês no ano passado",Artrite,"% Artrite",Asma,"% Asma","IMC adulto (18 anos ou mais), obeso","% IMC adulto (18 anos ou mais), obeso","IMC adulto (18 anos ou mais), excesso de peso","% IMC adulto (18 anos ou mais), excesso de peso","IMC adulto (18 anos ou mais), acima do peso ou obeso","% IMC adulto (18 anos ou mais), acima do peso ou obeso","IMC jovens (12 a 17 anos), acima do peso ou obesos","% IMC jovens (12 a 17 anos), acima do peso ou obesos","Iniciação à amamentação","% Iniciação à amamentação","Doença pulmonar obstrutiva crônica (DPOC)","% Doença pulmonar obstrutiva crônica (DPOC)","Entrou em contato com um médico nos últimos 12 meses","% Entrou em contato com um médico nos últimos 12 meses","Fumante atual, diariamente","% Fumante atual, diariamente","Fumante atual, diário ou ocasional","% Fumante atual, diário ou ocasional",Diabetes,"% Diabetes","Aleitamento materno exclusivo, pelo menos 6 meses","% Aleitamento materno exclusivo, pelo menos 6 meses","Exposição ao fumo passivo em casa","% Exposição ao fumo passivo em casa","Exposição ao fumo passivo no mês passado, em locais públicos","% Exposição ao fumo passivo no mês passado, em locais públicos","Exposição ao fumo passivo no mês passado, em veículos","% Exposição ao fumo passivo no mês passado, em veículos","Exposição ao fumo passivo no mês passado, em veículos e / ou locais públicos","% Exposição ao fumo passivo no mês passado, em veículos e / ou locais públicos","Consumo de frutas e vegetais, 5 vezes ou mais por dia","% Consumo de frutas e vegetais, 5 vezes ou mais por dia","Saúde funcional, boa a completa","% Saúde funcional, boa a completa","Tem um médico regular","% Tem um médico regular","Abuso de bebida","% Abuso de bebida","Pressão alta","% Pressão alta","Imunização da gripe, há menos de um ano","% Imunização da gripe, há menos de um ano","Lesões nos últimos 12 meses causando limitação das atividades normais","% Lesões nos últimos 12 meses causando limitação das atividades normais","Lesões nos últimos 12 meses, procurou atendimento médico","% Lesões nos últimos 12 meses, procurou atendimento médico","Satisfação com a vida, satisfeito ou muito satisfeito","% Satisfação com a vida, satisfeita ou muito satisfeita","Transtorno do humor","% Transtorno do humor","Dor ou desconforto por gravidade, moderada ou grave","% Dor ou desconforto por gravidade, moderada ou grave","Dor ou desconforto que impede atividades","% Dor ou desconforto que impede atividades","Limitação de participação e atividade, às vezes ou frequentemente","% Limitação de participação e atividade, às vezes ou frequentemente","Saúde percebida, regular ou ruim","% Saúde percebida, regular ou ruim","Saúde percebida, muito boa ou excelente","% Saúde percebida, muito boa ou excelente","Percepção de estresse na vida, bastante (15 anos ou mais)","% Percepção de estresse na vida, bastante (15 anos ou mais)","Saúde mental percebida, regular ou ruim","% Saúde mental percebida, regular ou ruim","Saúde mental percebida, muito boa ou excelente","% Saúde mental percebida, muito boa ou excelente","A atividade física durante o lazer, inativo","% Atividade física no lazer, inativo","Atividade física no lazer, moderadamente ativa ou ativa","% Atividade física no lazer, moderadamente ativa ou ativa","Sensação de pertencer à comunidade local, um pouco forte ou muito forte","% Sensação de pertencer à comunidade local, um pouco forte ou muito forte","Usa um capacete ao andar de bicicleta, sempre","% Usa um capacete ao andar de bicicleta, sempre","Pessoas com renda abaixo de $5.000","% Pessoas com renda abaixo de $5.000","Pessoas com renda igual ou superior a $5.000","% Pessoas com renda igual ou superior a $5.000","Pessoas com renda igual ou superior a $10.000","% Pessoas com renda igual ou superior a $10.000","Pessoas com renda igual ou superior a $15.000","% Pessoas com renda igual ou superior a $15.000","Pessoas com renda igual ou superior a $20.000","% Pessoas com renda igual ou superior a $20.000","Pessoas com renda igual ou superior a $25.000","% Pessoas com renda igual ou superior a $25.000","Pessoas com renda igual ou superior a $35.000","% Pessoas com renda igual ou superior a $35.000","Pessoas com renda igual ou superior a $50.000","% Pessoas com renda igual ou superior a $50.000","Pessoas com renda igual ou superior a $ 75.000","% Pessoas com renda igual ou superior a $ 75.000","Pessoas com renda igual ou superior a $100.000","% Pessoas com renda igual ou superior a $100.000","Pessoas com renda igual ou superior a $150.000","% Pessoas com renda igual ou superior a $150.000","Pessoas com renda igual ou superior a $200.000","% Pessoas com renda igual ou superior a $200.000","Pessoas com renda igual ou superior a $250.000","% Pessoas com renda igual ou superior a $250.000"
"20 to 34 years",2009/2010,Females,162,1249029,0.012970075154379923,42975.0,3.4406727145646734,,0,37864.0,3.0314748496632182,23842.0,1.9088427890785562,40335.0,3.2293085268636674,64177.0,5.138151315942223,,0,55785.0,4.46626939806842,,0,258656.0,20.7085664143907,33842.0,2.709464712188428,51198.0,0.40990241219379214,,0,16428.0,1.3152616952848972,,0,44777.0,3.5849447851090726,14931.0,1.1954085933953496,49597.0,3.970844552048031,153400.0,12.281540300505432,274951.0,22.013179838098235,272930.0,21.85137414743773,,0,,0,46271.0,3.704557700421687,29796.0,2.3855330820981737,16447.0,1.3167828769388061,287150.0,22.98985852209997,14933.0,1.1955687177799716,19540.0,1.5644152377566893,21312.0,1.7062854425317586,37318.0,2.9877608926614196,10388.0,0.8316860537265347,233249.0,18.674426294345448,82139.0,6.576228414232175,15471.0,1.2386421772432825,241453.0,19.331256520064784,193744.0,15.5115693870999,121164.0,9.70065546916845,209106.0,16.74148478538128,45249.0,3.6227341398798587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20 to 34 years",2009/2010,Males,323,1190795,0.027124735995700353,80583.0,6.767159754617714,,0,13158.0,1.1049760874037933,48149.0,4.04343316859745,80155.0,6.731217379985639,128304.0,10.77465054858309,,0,,0,,0,210316.0,17.6618141661663,63438.0,5.3273653315642076,89441.0,0.751103254548432,,0,,0,,0,37732.0,3.1686394383584076,,0,54467.0,4.574003081974647,109445.0,9.190918671979643,269240.0,22.610105013877284,229211.0,19.24856923315936,,0,9492.0,0.7971145327281354,47074.0,3.9531573444631527,41658.0,3.4983351458479417,,0,274069.0,23.01563241363963,9014.0,0.7569732825549318,17249.0,1.4485280841790569,21057.0,1.768314445391524,31199.0,2.6200143601543506,27492.0,2.308709727534966,222263.0,18.665093487963922,62326.0,5.233982339529474,13002.0,1.0918755957154673,234881.0,19.72472171952351,163928.0,13.766265394127453,139074.0,11.67908834014251,156234.0,13.120142425858356,27389.0,2.3000600439202383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20 to 34 years",2011/2012,Females,157,1291015,0.012160974117264323,51316.0,3.974856992366471,,0,21943.0,1.6996704143638919,36316.0,2.812980484347587,53359.0,4.1331045727586435,89675.0,6.94608505710623,,0,62203.0,4.818146961886578,,0,,0,31709.0,2.4561294795180535,62328.0,0.48278292661200684,,0,18123.0,1.4037791969884161,,0,44457.0,3.4435695944663696,13560.0,1.0503363632490714,48913.0,3.7887243757818463,117680.0,9.115308497577487,,0,253613.0,19.644465788546224,,0,,0,63585.0,4.92519451749205,,0,,0,287569.0,22.274644368965504,24631.0,1.907878684600876,23708.0,1.8363845501407807,26428.0,2.0470714902615383,,0,26496.0,2.0523386637645573,205208.0,15.895090297169281,81391.0,6.304419390944334,26800.0,2.0758860276604065,221791.0,17.17958350600109,174064.0,13.482724832786605,135638.0,10.506307052977695,169636.0,13.139738887619432,56227.0,4.355255361091854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20 to 34 years",2011/2012,Males,326,1240932,0.026270577275789485,101227.0,8.157336582504119,,0,17227.0,1.3882307813804462,28343.0,2.2840091157291456,98456.0,7.9340366756599074,126799.0,10.218045791389052,,0,,0,,0,,0,50650.0,4.081609628891833,89794.0,0.7236012932215464,,0,,0,,0,48468.0,3.9057740472483586,13877.0,1.1182723952642046,51989.0,4.1895123987454586,100440.0,8.093916507915019,,0,207925.0,16.75555147260285,,0,,0,45350.0,3.6545112866780776,,0,,0,264228.0,21.292705804991733,20592.0,1.659397936389746,,0,15447.0,1.2447902060709208,,0,18752.0,1.511122285507989,202498.0,16.318218887094538,71585.0,5.768648080636167,12031.0,0.9695132368252248,201529.0,16.240132416603004,144528.0,11.6467300383905,148847.0,11.994774894998276,180439.0,14.54060335296374,40148.0,3.2353102345656333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20 to 34 years",2013/2014,Females,163,1314450,0.012400623835064094,,0,9579.0,0.728745863288828,22339.0,1.6994940849785083,23809.0,1.8113279318346074,65098.0,4.952489634447868,88908.0,6.763893643729317,,0,65841.0,5.009015177450644,,0,261304.0,19.879341169310358,25932.0,1.9728403514778046,50026.0,0.3805850355662064,,0,26516.0,2.0172695804328806,14851.0,1.1298261630339685,49886.0,3.79519951310434,18631.0,1.4173989120925101,54472.0,4.144090684316634,118283.0,8.998668644680285,279089.0,21.23237856137548,275229.0,20.938719616569667,72106.0,5.485640381908783,,0,64748.0,4.925862528053559,42794.0,3.255658260108791,16180.0,1.2309330898855033,300419.0,22.855110502491534,23971.0,1.8236524782228307,32519.0,2.4739624938187075,29412.0,2.2375898664840808,74731.0,5.685343679866104,25690.0,1.9544296093423106,219523.0,16.700749362851383,98580.0,7.499714709574347,17214.0,1.3095971699189775,228970.0,17.419453003157216,171648.0,13.058541595344062,159161.0,12.10856251664194,185788.0,14.134276693674162,50138.0,3.8143710297082434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20 to 34 years",2013/2014,Males,360,1298251,0.02772961468930122,,0,,0,19726.0,1.5194288315587663,52790.0,4.066239887356143,103809.0,7.9960654757824186,156598.0,12.06222833643109,,0,,0,,0,226929.0,17.479593699523434,62937.0,4.8478298880570865,92858.0,0.7152546002275368,,0,,0,,0,50490.0,3.8890784601744963,27439.0,2.113535826277045,63616.0,4.900131022429407,102985.0,7.932595468826905,284299.0,21.898615907093465,244151.0,18.80614765557662,105864.0,8.154355359633845,,0,40743.0,3.138299142461666,44360.0,3.416904743381673,22206.0,1.7104550660850637,303676.0,23.391162417745104,22686.0,1.7474278856707985,,0,,0,74275.0,5.721158697355134,,0,236229.0,18.195942078997053,84756.0,6.528475618351151,15884.0,1.223492221457946,244693.0,18.84789613102551,124576.0,9.595679109817747,198434.0,15.284717670157773,204143.0,15.724463143105611,52612.0,4.052529133426433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"35 to 44 years",2007/2008,Females,296,908131,0.03259441644432356,11272.0,1.241230615406808,11722.0,1.2907829377039215,25628.0,2.8220598129565007,18421.0,2.028451842300285,58943.0,6.490583407019472,77364.0,8.519035249319757,,0,47995.0,5.285030463666585,,0,204123.0,22.477263742786008,15123.0,1.6652883779983283,26703.0,0.29404348051107165,,0,16544.0,1.8217636001854358,,0,26756.0,2.946270967514599,10772.0,1.1861724795211264,30462.0,3.3543618706992713,101261.0,11.150483795840028,,0,219322.0,24.15092095743896,,0,16189.0,1.7826723237066018,73495.0,8.092995393836352,,0,,0,209543.0,23.074093935786795,16787.0,1.848521854225877,19165.0,2.110378348498179,23640.0,2.60314866467503,49003.0,5.39602766561212,12186.0,1.3418768878058343,158296.0,17.43096535631974,66193.0,7.2889263773618564,12186.0,1.3418768878058343,178592.0,19.66588520819133,146151.0,16.093603235656527,91225.0,10.045356892342625,140757.0,15.499636065721795,,0,708020.0,77.9645227395607,46100.0,5.076360128659852,639430.0,70.41164765876289,15870.0,1.7475452330115369,573160.0,63.11424232847463,8020.0,0.8831324996063342,510500.0,56.214356739281,4870.0,0.5362662435265396,396130.0,43.62035873679018,778150.0,85.68697687888641,244530.0,26.926731936251485,111080.0,12.231715468363044,84690.0,9.325747056316764
"35 to 44 years",2007/2008,Males,480,898535,0.053420289693779315,36783.0,4.093663574596426,,0,5542.0,0.6167817614227603,28677.0,3.191528432392728,86530.0,9.630120140005676,115207.0,12.821648572398402,,0,,0,,0,175200.0,19.49840573822945,50021.0,5.5669506474427815,73313.0,0.8159170204833422,,0,,0,,0,20130.0,2.2403133990328703,,0,23499.0,2.6152570573210836,81684.0,9.090797798638896,,0,201469.0,22.42194238399172,,0,17701.0,1.9699844747283077,58041.0,6.459514654409677,,0,,0,202639.0,22.552154340120307,8761.0,0.9750315791816679,18741.0,2.0857284357314962,17608.0,1.959634293600138,51985.0,5.7855286661064955,15868.0,1.765985743460188,149423.0,16.629624889403306,53959.0,6.005219607472163,14479.0,1.611400780158814,173490.0,19.308095956195363,125759.0,13.996004607499987,101195.0,11.26222128242083,134858.0,15.008652974007692,,0,701930.0,78.11938321823858,106350.0,11.835932935277981,649420.0,72.27542611027951,45670.0,5.082717979822712,607140.0,67.56998892641911,27030.0,3.008230063380948,568600.0,63.28078483308942,18460.0,2.054455307806596,490700.0,54.61111698486981,748570.0,83.3100547001508,364440.0,40.559354950001946,202310.0,22.51553918322603,45940.0,5.112766892775462
"35 to 44 years",2009/2010,Females,304,896504,0.033909497336319754,10374.0,1.1571615966019113,,0,9701.0,1.0820922159856508,22104.0,2.46557739842767,39992.0,4.46088361011217,62096.0,6.926461008539839,,0,48605.0,5.4216155198415175,,0,186123.0,20.760978199762633,20081.0,2.239923078982358,25301.0,0.282218484245469,,0,13857.0,1.5456707387808644,,0,26339.0,2.9379679287543614,,0,28603.0,3.1905044483906373,117748.0,13.134129909069006,174190.0,19.42991888491295,206919.0,23.080655524124825,,0,14974.0,1.670265832612013,59317.0,6.616479123350258,14685.0,1.6380295012626827,,0,186596.0,20.813738700552367,21526.0,2.40110473572901,12700.0,1.4166138689844106,23590.0,2.6313323755387596,36358.0,4.0555312636641885,19552.0,2.1809160918411967,148230.0,16.534226283429856,73065.0,8.149991522625665,14515.0,1.6190669534101354,163768.0,18.26740315715267,147050.0,16.402603892453353,74473.0,8.30704603660441,139871.0,15.601826651080197,38149.0,4.2553072825107305,711310.0,79.34264654703158,49830.0,5.55825740877899,644040.0,71.8390548173795,16020.0,1.7869412741047448,578070.0,64.48047080659985,7650.0,0.8533146533646252,513850.0,57.31708949430231,4540.0,0.5064115720621436,401170.0,44.74826660003748,777490.0,86.72465488162908,257720.0,28.747222544461597,122740.0,13.690959549539098,89980.0,10.036765033954115
"35 to 44 years",2009/2010,Males,441,864434,0.051016040553703346,46262.0,5.351709904978287,11792.0,1.3641295923112695,10896.0,1.2604779543608882,26820.0,3.1026081806129793,73872.0,8.545707364587695,100692.0,11.648315545200674,,0,,0,,0,154551.0,17.87886640275602,41899.0,4.846986583128382,57343.0,0.6633589146192769,,0,,0,,0,23012.0,2.662088719323858,,0,24099.0,2.7878357399176803,94052.0,10.880182871104099,190055.0,21.98606255653989,186608.0,21.587304525273186,,0,27578.0,3.190295615396896,33258.0,3.8473729631180635,25074.0,2.900626305767705,8401.0,0.9718497884164669,200337.0,23.175511375073167,10975.0,1.2696168822605312,10972.0,1.269269834365608,15099.0,1.7466920551482241,36275.0,4.196387462779113,5291.0,0.6120768040127992,156212.0,18.071015253911806,68534.0,7.928193476887767,14255.0,1.6490559140431773,171527.0,19.8426947574945,134542.0,15.564172626250238,83492.0,9.658574280974603,134765.0,15.589969853106195,32249.0,3.730649187792243,685830.0,79.33861925838178,108660.0,12.570074754116566,631800.0,73.08828667081582,44310.0,5.125897408014955,586230.0,67.81662914693314,25470.0,2.946436627897561,545360.0,63.0886799917634,17000.0,1.9666047378978615,470890.0,54.47379441345436,727840.0,84.19844661362232,355780.0,41.15756668525301,205930.0,23.822524333841567,46820.0,5.416260813433993
"35 to 44 years",2011/2012,Females,250,897087,0.02786797713042325,14526.0,1.6192409431861126,,0,14107.0,1.5725342135155231,20404.0,2.274472821476624,60498.0,6.7438275217453825,80902.0,9.018300343222005,,0,55900.0,6.2312796863626385,,0,,0,18007.0,2.0072746567501256,30568.0,0.3407473299691111,,0,17670.0,1.9697086235783152,,0,16757.0,1.8679347710980094,,0,17990.0,2.005379634305257,102101.0,11.381393331973376,,0,225201.0,25.103585270993783,,0,13509.0,1.5058740122195506,67470.0,7.5210096679586265,,0,,0,222148.0,24.763261534277053,16849.0,1.8781901866820054,25294.0,2.8195704541477027,32429.0,3.6149225214499823,,0,13976.0,1.5579313934991812,167920.0,18.718362878962687,75029.0,8.363625824474104,17578.0,1.9594532079943192,172990.0,19.28352545516767,121235.0,13.514296829627451,117795.0,13.130833464312827,176504.0,19.675237741712902,29919.0,3.3351280310605325,716760.0,79.89860515200867,57700.0,6.431929121701685,651020.0,72.57044188579258,18500.0,2.0622303076513204,588130.0,65.55997355886329,8710.0,0.970920323223946,524930.0,58.5149489402923,4990.0,0.556244823523248,414500.0,46.20510608224174,779390.0,86.88009078272229,276080.0,30.775164504669,139340.0,15.532495733412702,83610.0,9.320166271498751
"35 to 44 years",2011/2012,Males,413,845957,0.04882044832065932,40672.0,4.807809380382218,,0,9922.0,1.1728728528755008,25532.0,3.0181203063512685,82091.0,9.703921121286307,107623.0,12.722041427637576,,0,,0,,0,,0,35697.0,4.21971802349292,57429.0,0.6788642921566935,,0,,0,,0,34866.0,4.1214860802617626,9046.0,1.069321490335797,41183.0,4.868214341863712,87350.0,10.32558392447843,,0,207147.0,24.486705589054765,,0,19994.0,2.363477103446156,35226.0,4.164041434730134,,0,,0,204474.0,24.170732082127106,,0,13123.0,1.5512608796901024,36319.0,4.2932442192688285,,0,11215.0,1.3257175010077344,137491.0,16.252717336696783,76221.0,9.010032424815918,,0,167438.0,19.79273178187544,130232.0,15.39463589756926,98329.0,11.623404026445789,134394.0,15.886623078950821,42562.0,5.031224991341167,684890.0,80.96037978289677,121770.0,14.3943486489266,634500.0,75.00381225050445,48320.0,5.711874244199174,589920.0,69.73404085550447,27350.0,3.2330248464165434,549870.0,64.99975767089816,18000.0,2.1277677234185663,478600.0,56.57497957934032,719260.0,85.02323404144654,370770.0,43.82846882288343,224650.0,26.555723281443385,41860.0,4.948242050127844
"35 to 44 years",2013/2014,Females,273,901169,0.030293984813059484,,0,16113.0,1.7880109058345326,10098.0,1.1205445371511893,24929.0,2.7662957780394133,43073.0,4.7796806148458275,68002.0,7.545976392885241,,0,60041.0,6.662568286303679,,0,176830.0,19.62229060253959,19158.0,2.12590535182635,26717.0,0.29647047335183524,,0,17364.0,1.9268305944833877,,0,34396.0,3.8168201524908207,,0,35947.0,3.9889299343408395,91103.0,10.109424536352227,179290.0,19.895269366789137,194785.0,21.61470268062927,22800.0,2.5300470832884843,,0,53477.0,5.934181047062205,17065.0,1.8936514682595607,,0,190152.0,21.100592674625958,24630.0,2.7331166518155863,39050.0,4.333260465018215,49618.0,5.505959481517895,65318.0,7.248141025712158,,0,119582.0,13.269653083938751,62934.0,6.98359575174024,16367.0,1.816196518078185,145661.0,16.16356088591596,132647.0,14.719436642849454,82655.0,9.17197551180744,148626.0,16.492577973720802,26960.0,2.9916697090112954,716760.0,79.53669067622167,57700.0,6.402794592357261,651020.0,72.2417215860732,18500.0,2.052889080738463,588130.0,65.2630083813358,8710.0,0.9665223726071358,524930.0,58.24989541362386,4990.0,0.5537252169126989,414500.0,45.99581210627529,779390.0,86.48655246685138,276080.0,30.6357631032581,139340.0,15.462138622167428,83610.0,9.277948975164481
"35 to 44 years",2013/2014,Males,399,835599,0.04775017681926378,,0,,0,,0,25071.0,3.0003626141247177,89930.0,10.762339351770407,115000.0,13.762582291266504,,0,,0,,0,142695.0,17.076971130889337,29351.0,3.5125700246170712,43382.0,0.5191724738780205,,0,,0,,0,19843.0,2.3747036557008805,,0,21075.0,2.5221427981603615,75229.0,9.003002636432068,170245.0,20.374007149362313,176510.0,21.123768697664786,40784.0,4.880810053626202,13809.0,1.6525869466095582,48269.0,5.776574648844721,30947.0,3.7035707318941262,,0,190960.0,22.85306708121958,,0,,0,24384.0,2.9181461442629777,34305.0,4.105438134799108,,0,147182.0,17.613951189505972,53683.0,6.424493088191824,,0,151652.0,18.14889677943607,111637.0,13.360116515218422,93659.0,11.208606041893301,141815.0,16.971657457703994,42973.0,5.1427778156747435,684890.0,81.96395639535231,121770.0,14.572779527021934,634500.0,75.9335518592052,48320.0,5.782678054904326,589920.0,70.59845691533859,27350.0,3.273101092749034,549870.0,65.80548803911924,18000.0,2.1541433151547573,478600.0,57.27627725739261,719260.0,86.0771733810117,370770.0,44.371762053329405,224650.0,26.88490531941757,41860.0,5.0095799540210075
"45 to 64 years",2007/2008,Females,1890,1418134,0.13327372448583844,14872.0,1.0487020267478249,76313.0,5.381226315707824,32612.0,2.299641641763049,48682.0,3.432820875883379,102751.0,7.2455071241504685,151433.0,10.678328000033847,,0,,0,,0,293667.0,20.707986692371808,39871.0,2.8115114650660655,50958.0,0.35933134668515104,42071.0,2.966644900975507,,0,13302.0,0.9379931656669962,28913.0,2.0388059238407656,10691.0,0.7538779833217453,36722.0,2.5894591061211423,144954.0,10.221460031280543,,0,327114.0,23.066508524582304,,0,85106.0,6.001266452958606,144882.0,10.216382937014416,,0,,0,279533.0,19.711324881851784,39439.0,2.781048899469303,56801.0,4.0053337695873585,63028.0,4.44443190840922,122220.0,8.618367516750885,63151.0,4.45310527778052,183968.0,12.972539971540066,90384.0,6.373445668744984,27060.0,1.908141261686131,243952.0,17.20232361680913,204003.0,14.385311966288095,126582.0,8.925954811040423,205592.0,14.497360616133594,,0,1064640.0,75.07330054846722,86180.0,6.07699977576167,945860.0,66.69750531332018,31530.0,2.2233441973748604,854130.0,60.229146187877866,17210.0,1.213566560000677,767890.0,54.14791550022776,11270.0,0.7947062830451848,608720.0,42.92401141217967,1179530.0,83.1747916628471,385540.0,27.18642949114823,189540.0,13.365450655579798,141790.0,9.99834994436351
"45 to 64 years",2007/2008,Males,2930,1373146,0.21337862106432964,46855.0,3.4122373003307733,56812.0,4.137360484609793,18993.0,1.3831741125852604,52018.0,3.7882351913052217,122845.0,8.946244609094736,174863.0,12.734479800399958,,0,,0,,0,253979.0,18.4961395219445,54471.0,3.9668760641621503,67711.0,0.49310852596883364,46463.0,3.383689716898276,,0,,0,33034.0,2.4057165079314218,25676.0,1.8698667148285761,51307.0,3.7364562835998503,95387.0,6.946602910397001,,0,272525.0,19.846760650360558,,0,64091.0,4.667457065745376,113342.0,8.254184187260496,,0,,0,244664.0,17.817770288082986,21332.0,1.5535128820970239,42908.0,3.1247951783714187,41205.0,3.0007734064695235,113008.0,8.22986048096852,59590.0,4.339669634547237,163603.0,11.914465031395059,84245.0,6.135181546609028,18580.0,1.3530971943260222,221455.0,16.1275640026625,194980.0,14.199509738949828,113431.0,8.260665653907159,201318.0,14.66107755475383,,0,1107630.0,80.6636730544312,194110.0,14.136151581841988,1015300.0,73.93969759952692,92530.0,6.738540548492295,947520.0,69.00358738255072,58250.0,4.242083507507577,885700.0,64.50151695449719,42320.0,3.081973803222673,760880.0,55.41144204622087,1184800.0,86.28361441536443,569210.0,41.45298460615259,332690.0,24.228304928973323,79190.0,5.767048806172104
"45 to 64 years",2009/2010,Females,1912,1523931,0.12546499808718373,6513.0,0.4273815546766881,79013.0,5.184814798045318,30455.0,1.998450061059195,58184.0,3.81802063216773,96390.0,6.325089521769686,154574.0,10.143110153937416,,0,,0,8338.0,0.5471376328718295,322029.0,21.13146855074147,31986.0,2.0989139272053654,44544.0,0.2922966984725687,32040.0,2.1024573947245644,,0,,0,44423.0,2.915026992691926,19351.0,1.269808147481743,58772.0,3.856605056265671,164813.0,10.814990967438815,274595.0,18.01886043396978,343910.0,22.56729471347456,,0,70589.0,4.63203386505032,112236.0,7.364900379347884,30020.0,1.9699054615989833,14049.0,0.9218921329115294,312273.0,20.491282085606237,31021.0,2.0355908502419076,62017.0,4.069541206261963,73988.0,4.855075459453217,90921.0,5.9662150057975065,47182.0,3.0960719350154307,200265.0,13.141343013561638,124805.0,8.189675254325818,27210.0,1.7855139110629026,242890.0,15.938385661818021,219474.0,14.401833153863267,130590.0,8.569285617262198,236509.0,15.519665916632707,36490.0,2.394465366214087,1146930.0,75.26128151471426,99580.0,6.534416584477906,1016760.0,66.71955620037915,35220.0,2.3111282597440432,919380.0,60.32950310742415,18500.0,1.2139657241699262,824870.0,54.127778751137676,11930.0,0.7828438426674174,660290.0,43.32807718984652,1262370.0,82.8364276335346,429970.0,28.21453202277531,216060.0,14.177807262927258,166920.0,10.953251820456437
"45 to 64 years",2009/2010,Males,2907,1477138,0.19679948657471408,53544.0,3.6248475091697596,46494.0,3.147573212523136,18378.0,1.2441626984073255,57145.0,3.8686297421094036,135365.0,9.164004988024137,192510.0,13.032634730133541,,0,,0,11808.0,0.7993836730217487,272062.0,18.41818435379768,50108.0,3.3922355257261,59708.0,0.4042140950947034,44370.0,3.0037816371930046,,0,,0,43646.0,2.954767936374259,,0,46696.0,3.1612483058454934,120558.0,8.161593568102642,268270.0,18.161471710835414,312209.0,21.136075302375268,,0,62554.0,4.234810830132323,101452.0,6.868146374949395,36643.0,2.4806754683719463,14909.0,1.0093166650644694,290151.0,19.642782190966585,24875.0,1.6839997346219513,29029.0,1.9652192279935932,45021.0,3.047853348840799,86812.0,5.8770406014874705,43872.0,2.9700677932596684,200680.0,13.585731326389276,99811.0,6.757053166325693,30486.0,2.0638559159672285,228986.0,15.502004552045918,182287.0,12.340553150755042,151969.0,10.28807057972918,225103.0,15.239131347240406,58420.0,3.9549453063965587,1182200.0,80.03314517668628,208140.0,14.090762000571374,1074720.0,72.75691235348356,96380.0,6.524779675291002,996410.0,67.45544424420737,59330.0,4.01655092482896,923440.0,62.515486027710345,42170.0,2.8548449772465405,790300.0,53.50211016167752,1261660.0,85.41246654002538,594830.0,40.269087925434185,353330.0,23.919904572220062,93370.0,6.321007245091521
"45 to 64 years",2011/2012,Females,1943,1596978,0.12166729911119627,,0,83765.0,5.245219408157157,34903.0,2.1855654868132186,53543.0,3.352770044421401,94299.0,5.904840267054399,147841.0,9.257547693205542,,0,,0,8061.0,0.5047658765493326,,0,30052.0,1.8818042577919045,48126.0,0.30135668744340877,,0,,0,,0,30266.0,1.8952045676271057,19866.0,1.2439745569444287,45242.0,2.8329757830101605,181823.0,11.38544175311119,,0,345487.0,21.63379833660827,,0,94533.0,5.9194929422947595,131322.0,8.22315648681447,,0,,0,307264.0,19.240340192538657,46043.0,2.883133017486778,79153.0,4.956423945727493,78445.0,4.912090210384864,,0,64591.0,4.044576694231229,190810.0,11.948192147919382,103364.0,6.472474886942712,35839.0,2.2441761877746593,242564.0,15.188938106849312,188514.0,11.80442059940713,172113.0,10.777418348906496,253411.0,15.868158484337291,43479.0,2.722579772545395,1208180.0,75.65414176024967,118750.0,7.435919593131528,1075780.0,67.36348277809712,42620.0,2.6687906783938162,972910.0,60.921941316661844,22310.0,1.3970136094548578,876940.0,54.91246592000641,14210.0,0.8898056203654654,710220.0,44.47274790260104,1318750.0,82.57784390267116,478190.0,29.943430654648967,248030.0,15.531209572079266,165540.0,10.365828458500994
