REF_DATE,GEO,DGUID,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009,"Toronto (CMA), Ontario",2016S0503535,Females,69 years,Persons,249,units ,0,v1060794575,70.3.85,19185,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,70 to 74 years,Persons,249,units ,0,v1060794576,70.3.86,86718,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,70 years,Persons,249,units ,0,v1060794577,70.3.87,18614,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,71 years,Persons,249,units ,0,v1060794578,70.3.88,17912,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,72 years,Persons,249,units ,0,v1060794579,70.3.89,17167,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,73 years,Persons,249,units ,0,v1060794580,70.3.90,16864,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,74 years,Persons,249,units ,0,v1060794581,70.3.91,16161,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,75 to 79 years,Persons,249,units ,0,v1060794582,70.3.92,73413,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,75 years,Persons,249,units ,0,v1060794583,70.3.93,15296,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,76 years,Persons,249,units ,0,v1060794584,70.3.94,15233,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,77 years,Persons,249,units ,0,v1060794585,70.3.95,14442,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,78 years,Persons,249,units ,0,v1060794586,70.3.96,14578,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,79 years,Persons,249,units ,0,v1060794587,70.3.97,13864,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,80 to 84 years,Persons,249,units ,0,v1060794588,70.3.98,57195,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,80 years,Persons,249,units ,0,v1060794589,70.3.99,12512,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,81 years,Persons,249,units ,0,v1060794590,70.3.100,12326,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,82 years,Persons,249,units ,0,v1060794591,70.3.101,11313,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,83 years,Persons,249,units ,0,v1060794592,70.3.102,10982,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,84 years,Persons,249,units ,0,v1060794593,70.3.103,10062,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,85 to 89 years,Persons,249,units ,0,v1060794594,70.3.104,36792,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,85 years,Persons,249,units ,0,v1060794595,70.3.105,9432,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,86 years,Persons,249,units ,0,v1060794596,70.3.106,8306,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,87 years,Persons,249,units ,0,v1060794597,70.3.107,7200,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,88 years,Persons,249,units ,0,v1060794598,70.3.108,6500,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,89 years,Persons,249,units ,0,v1060794599,70.3.109,5354,,,,0
2009,"Toronto (CMA), Ontario",2016S0503535,Females,90 years and over,Persons,249,units ,0,v1060794600,70.3.110,18102,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,All ages,Persons,249,units ,0,v1060794271,70.1.1,5681126,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,0 to 4 years,Persons,249,units ,0,v1060794272,70.1.2,323432,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,0 years,Persons,249,units ,0,v1060794273,70.1.3,63984,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,1 year,Persons,249,units ,0,v1060794274,70.1.4,64682,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,2 years,Persons,249,units ,0,v1060794275,70.1.5,65882,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,3 years,Persons,249,units ,0,v1060794276,70.1.6,65355,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,4 years,Persons,249,units ,0,v1060794277,70.1.7,63529,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,5 to 9 years,Persons,249,units ,0,v1060794278,70.1.8,318032,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,5 years,Persons,249,units ,0,v1060794279,70.1.9,63922,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,6 years,Persons,249,units ,0,v1060794280,70.1.10,64158,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,7 years,Persons,249,units ,0,v1060794281,70.1.11,62944,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,8 years,Persons,249,units ,0,v1060794282,70.1.12,63100,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,9 years,Persons,249,units ,0,v1060794283,70.1.13,63908,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,10 to 14 years,Persons,249,units ,0,v1060794284,70.1.14,343292,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,10 years,Persons,249,units ,0,v1060794285,70.1.15,66376,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,11 years,Persons,249,units ,0,v1060794286,70.1.16,65243,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,12 years,Persons,249,units ,0,v1060794287,70.1.17,68472,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,13 years,Persons,249,units ,0,v1060794288,70.1.18,69866,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,14 years,Persons,249,units ,0,v1060794289,70.1.19,73335,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,15 to 19 years,Persons,249,units ,0,v1060794290,70.1.20,378376,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,15 years,Persons,249,units ,0,v1060794291,70.1.21,75155,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,16 years,Persons,249,units ,0,v1060794292,70.1.22,74504,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,17 years,Persons,249,units ,0,v1060794293,70.1.23,74919,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,18 years,Persons,249,units ,0,v1060794294,70.1.24,75568,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,19 years,Persons,249,units ,0,v1060794295,70.1.25,78230,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,20 to 24 years,Persons,249,units ,0,v1060794296,70.1.26,401081,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,20 years,Persons,249,units ,0,v1060794297,70.1.27,80182,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,21 years,Persons,249,units ,0,v1060794298,70.1.28,79569,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,22 years,Persons,249,units ,0,v1060794299,70.1.29,78654,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,23 years,Persons,249,units ,0,v1060794300,70.1.30,80595,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,24 years,Persons,249,units ,0,v1060794301,70.1.31,82081,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,25 to 29 years,Persons,249,units ,0,v1060794302,70.1.32,419259,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,25 years,Persons,249,units ,0,v1060794303,70.1.33,83712,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,26 years,Persons,249,units ,0,v1060794304,70.1.34,83468,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,27 years,Persons,249,units ,0,v1060794305,70.1.35,84391,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,28 years,Persons,249,units ,0,v1060794306,70.1.36,82889,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,29 years,Persons,249,units ,0,v1060794307,70.1.37,84799,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,30 to 34 years,Persons,249,units ,0,v1060794308,70.1.38,410814,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,30 years,Persons,249,units ,0,v1060794309,70.1.39,82605,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,31 years,Persons,249,units ,0,v1060794310,70.1.40,81756,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,32 years,Persons,249,units ,0,v1060794311,70.1.41,80950,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,33 years,Persons,249,units ,0,v1060794312,70.1.42,81810,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,34 years,Persons,249,units ,0,v1060794313,70.1.43,83693,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,35 to 39 years,Persons,249,units ,0,v1060794314,70.1.44,426985,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,35 years,Persons,249,units ,0,v1060794315,70.1.45,84514,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,36 years,Persons,249,units ,0,v1060794316,70.1.46,83248,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,37 years,Persons,249,units ,0,v1060794317,70.1.47,83855,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,38 years,Persons,249,units ,0,v1060794318,70.1.48,85446,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,39 years,Persons,249,units ,0,v1060794319,70.1.49,89922,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,40 to 44 years,Persons,249,units ,0,v1060794320,70.1.50,448901,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,40 years,Persons,249,units ,0,v1060794321,70.1.51,89184,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,41 years,Persons,249,units ,0,v1060794322,70.1.52,89858,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,42 years,Persons,249,units ,0,v1060794323,70.1.53,89347,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,43 years,Persons,249,units ,0,v1060794324,70.1.54,87940,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,44 years,Persons,249,units ,0,v1060794325,70.1.55,92572,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,45 to 49 years,Persons,249,units ,0,v1060794326,70.1.56,478962,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,45 years,Persons,249,units ,0,v1060794327,70.1.57,97079,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,46 years,Persons,249,units ,0,v1060794328,70.1.58,98524,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,47 years,Persons,249,units ,0,v1060794329,70.1.59,97962,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,48 years,Persons,249,units ,0,v1060794330,70.1.60,92633,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,49 years,Persons,249,units ,0,v1060794331,70.1.61,92764,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,50 to 54 years,Persons,249,units ,0,v1060794332,70.1.62,416844,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,50 years,Persons,249,units ,0,v1060794333,70.1.63,90311,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,51 years,Persons,249,units ,0,v1060794334,70.1.64,85347,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,52 years,Persons,249,units ,0,v1060794335,70.1.65,83228,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,53 years,Persons,249,units ,0,v1060794336,70.1.66,80298,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,54 years,Persons,249,units ,0,v1060794337,70.1.67,77660,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,55 to 59 years,Persons,249,units ,0,v1060794338,70.1.68,341185,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,55 years,Persons,249,units ,0,v1060794339,70.1.69,75603,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,56 years,Persons,249,units ,0,v1060794340,70.1.70,70575,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,57 years,Persons,249,units ,0,v1060794341,70.1.71,67489,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,58 years,Persons,249,units ,0,v1060794342,70.1.72,64374,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,59 years,Persons,249,units ,0,v1060794343,70.1.73,63144,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,60 to 64 years,Persons,249,units ,0,v1060794344,70.1.74,288023,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,60 years,Persons,249,units ,0,v1060794345,70.1.75,61610,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,61 years,Persons,249,units ,0,v1060794346,70.1.76,59594,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,62 years,Persons,249,units ,0,v1060794347,70.1.77,58842,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,63 years,Persons,249,units ,0,v1060794348,70.1.78,59321,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,64 years,Persons,249,units ,0,v1060794349,70.1.79,48656,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,65 to 69 years,Persons,249,units ,0,v1060794350,70.1.80,202091,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,65 years,Persons,249,units ,0,v1060794351,70.1.81,44572,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,66 years,Persons,249,units ,0,v1060794352,70.1.82,42774,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,67 years,Persons,249,units ,0,v1060794353,70.1.83,40656,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,68 years,Persons,249,units ,0,v1060794354,70.1.84,37571,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,69 years,Persons,249,units ,0,v1060794355,70.1.85,36518,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,70 to 74 years,Persons,249,units ,0,v1060794356,70.1.86,163849,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,70 years,Persons,249,units ,0,v1060794357,70.1.87,35431,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,71 years,Persons,249,units ,0,v1060794358,70.1.88,34175,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,72 years,Persons,249,units ,0,v1060794359,70.1.89,32707,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,73 years,Persons,249,units ,0,v1060794360,70.1.90,31115,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,74 years,Persons,249,units ,0,v1060794361,70.1.91,30421,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,75 to 79 years,Persons,249,units ,0,v1060794362,70.1.92,133453,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,75 years,Persons,249,units ,0,v1060794363,70.1.93,29055,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,76 years,Persons,249,units ,0,v1060794364,70.1.94,27407,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,77 years,Persons,249,units ,0,v1060794365,70.1.95,26771,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,78 years,Persons,249,units ,0,v1060794366,70.1.96,25192,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,79 years,Persons,249,units ,0,v1060794367,70.1.97,25028,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,80 to 84 years,Persons,249,units ,0,v1060794368,70.1.98,99292,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,80 years,Persons,249,units ,0,v1060794369,70.1.99,23394,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,81 years,Persons,249,units ,0,v1060794370,70.1.100,20934,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,82 years,Persons,249,units ,0,v1060794371,70.1.101,19997,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,83 years,Persons,249,units ,0,v1060794372,70.1.102,18064,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,84 years,Persons,249,units ,0,v1060794373,70.1.103,16903,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,85 to 89 years,Persons,249,units ,0,v1060794374,70.1.104,59537,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,85 years,Persons,249,units ,0,v1060794375,70.1.105,15093,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,86 years,Persons,249,units ,0,v1060794376,70.1.106,13708,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,87 years,Persons,249,units ,0,v1060794377,70.1.107,11835,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,88 years,Persons,249,units ,0,v1060794378,70.1.108,10015,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,89 years,Persons,249,units ,0,v1060794379,70.1.109,8886,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Both sexes,90 years and over,Persons,249,units ,0,v1060794380,70.1.110,27718,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,All ages,Persons,249,units ,0,v1060794381,70.2.1,2779765,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,0 to 4 years,Persons,249,units ,0,v1060794382,70.2.2,166035,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,0 years,Persons,249,units ,0,v1060794383,70.2.3,32936,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,1 year,Persons,249,units ,0,v1060794384,70.2.4,33263,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,2 years,Persons,249,units ,0,v1060794385,70.2.5,33732,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,3 years,Persons,249,units ,0,v1060794386,70.2.6,33478,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,4 years,Persons,249,units ,0,v1060794387,70.2.7,32626,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,5 to 9 years,Persons,249,units ,0,v1060794388,70.2.8,163553,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,5 years,Persons,249,units ,0,v1060794389,70.2.9,32787,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,6 years,Persons,249,units ,0,v1060794390,70.2.10,32960,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,7 years,Persons,249,units ,0,v1060794391,70.2.11,32228,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,8 years,Persons,249,units ,0,v1060794392,70.2.12,32422,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,9 years,Persons,249,units ,0,v1060794393,70.2.13,33156,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,10 to 14 years,Persons,249,units ,0,v1060794394,70.2.14,176685,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,10 years,Persons,249,units ,0,v1060794395,70.2.15,34212,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,11 years,Persons,249,units ,0,v1060794396,70.2.16,33418,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,12 years,Persons,249,units ,0,v1060794397,70.2.17,35344,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,13 years,Persons,249,units ,0,v1060794398,70.2.18,36025,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,14 years,Persons,249,units ,0,v1060794399,70.2.19,37686,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,15 to 19 years,Persons,249,units ,0,v1060794400,70.2.20,193880,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,15 years,Persons,249,units ,0,v1060794401,70.2.21,38931,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,16 years,Persons,249,units ,0,v1060794402,70.2.22,38594,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,17 years,Persons,249,units ,0,v1060794403,70.2.23,38422,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,18 years,Persons,249,units ,0,v1060794404,70.2.24,38078,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,19 years,Persons,249,units ,0,v1060794405,70.2.25,39855,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,20 to 24 years,Persons,249,units ,0,v1060794406,70.2.26,201114,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,20 years,Persons,249,units ,0,v1060794407,70.2.27,40648,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,21 years,Persons,249,units ,0,v1060794408,70.2.28,40072,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,22 years,Persons,249,units ,0,v1060794409,70.2.29,39388,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,23 years,Persons,249,units ,0,v1060794410,70.2.30,40334,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,24 years,Persons,249,units ,0,v1060794411,70.2.31,40672,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,25 to 29 years,Persons,249,units ,0,v1060794412,70.2.32,203761,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,25 years,Persons,249,units ,0,v1060794413,70.2.33,41330,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,26 years,Persons,249,units ,0,v1060794414,70.2.34,40952,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,27 years,Persons,249,units ,0,v1060794415,70.2.35,41073,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,28 years,Persons,249,units ,0,v1060794416,70.2.36,39786,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,29 years,Persons,249,units ,0,v1060794417,70.2.37,40620,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,30 to 34 years,Persons,249,units ,0,v1060794418,70.2.38,196138,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,30 years,Persons,249,units ,0,v1060794419,70.2.39,39434,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,31 years,Persons,249,units ,0,v1060794420,70.2.40,38877,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,32 years,Persons,249,units ,0,v1060794421,70.2.41,38569,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,33 years,Persons,249,units ,0,v1060794422,70.2.42,38931,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,34 years,Persons,249,units ,0,v1060794423,70.2.43,40327,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,35 to 39 years,Persons,249,units ,0,v1060794424,70.2.44,207023,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,35 years,Persons,249,units ,0,v1060794425,70.2.45,40467,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,36 years,Persons,249,units ,0,v1060794426,70.2.46,40309,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,37 years,Persons,249,units ,0,v1060794427,70.2.47,40628,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,38 years,Persons,249,units ,0,v1060794428,70.2.48,41591,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,39 years,Persons,249,units ,0,v1060794429,70.2.49,44028,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,40 to 44 years,Persons,249,units ,0,v1060794430,70.2.50,221441,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,40 years,Persons,249,units ,0,v1060794431,70.2.51,43791,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,41 years,Persons,249,units ,0,v1060794432,70.2.52,44145,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,42 years,Persons,249,units ,0,v1060794433,70.2.53,43943,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,43 years,Persons,249,units ,0,v1060794434,70.2.54,43210,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,44 years,Persons,249,units ,0,v1060794435,70.2.55,46352,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,45 to 49 years,Persons,249,units ,0,v1060794436,70.2.56,239706,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,45 years,Persons,249,units ,0,v1060794437,70.2.57,48452,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,46 years,Persons,249,units ,0,v1060794438,70.2.58,49417,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,47 years,Persons,249,units ,0,v1060794439,70.2.59,49063,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,48 years,Persons,249,units ,0,v1060794440,70.2.60,46436,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,49 years,Persons,249,units ,0,v1060794441,70.2.61,46338,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,50 to 54 years,Persons,249,units ,0,v1060794442,70.2.62,206624,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,50 years,Persons,249,units ,0,v1060794443,70.2.63,44862,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,51 years,Persons,249,units ,0,v1060794444,70.2.64,42587,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,52 years,Persons,249,units ,0,v1060794445,70.2.65,41308,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,53 years,Persons,249,units ,0,v1060794446,70.2.66,39692,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,54 years,Persons,249,units ,0,v1060794447,70.2.67,38175,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,55 to 59 years,Persons,249,units ,0,v1060794448,70.2.68,165993,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,55 years,Persons,249,units ,0,v1060794449,70.2.69,37064,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,56 years,Persons,249,units ,0,v1060794450,70.2.70,34335,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,57 years,Persons,249,units ,0,v1060794451,70.2.71,32626,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,58 years,Persons,249,units ,0,v1060794452,70.2.72,31154,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,59 years,Persons,249,units ,0,v1060794453,70.2.73,30814,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,60 to 64 years,Persons,249,units ,0,v1060794454,70.2.74,138500,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,60 years,Persons,249,units ,0,v1060794455,70.2.75,29534,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,61 years,Persons,249,units ,0,v1060794456,70.2.76,28804,,,,0
2010,"Toronto (CMA), Ontario",2016S0503535,Males,62 years,Persons,249,units ,0,v1060794457,70.2.77,28268,,,,0
